Keyword,Count
predictive evaluation,1
touchless hand gestures,1
paper-based,1
tool-based,1
coding scheme,1
active and assisted living,1
co-design methods,1
fitts’,1
animated targets,1
pop-up targets,1
online studies,1
user interface design methods,1
mixed interactive systems,1
scenarchitecture,1
adaptive groupware,1
airmouse,1
2d/3d pointing,1
remote user,1
live support,1
mouse movement,1
german,1
ios,1
spelling,1
solution design,1
business process model,1
mobile work,1
mobile systems,1
social and organisational impacts of technology,1
affect,1
formal models,1
self-management,1
m-health,1
adaptive architecture,1
design rationale documentation,1
hybrid interactive surfaces,1
reality-based interaction,1
digital pen & paper,1
affinity diagramming,1
think aloud protocol,1
concurrent verbal protocol,1
retrospective verbal protocol,1
query tool,1
reservoir engineering,1
physical user interface,1
computer assisted assessment,1
physiological signal analysis,1
skin response conductance,1
users emotional experience evaluation,1
physiological data,1
content creation,1
big five,1
personality prediction,1
smartphone sensing,1
cbsd,1
application composition,1
contextual awareness,1
mobile social application,1
emotional awareness,1
affective emotional quality,1
educational system evaluation,1
m4d,1
mobile internet,1
feature phones,1
marginalised communities,1
cscl scripts,1
shareable user interfaces,1
safety critical system,1
arch model,1
speech-based cursor control,1
mousegrid,1
physiological index,1
electroencephalography (eeg),1
short video,1
semi-supervised learning,1
co-training,1
development cost,1
field note,1
usability cost,1
usability activity,1
good usability,1
sociability models,1
techsona,1
matrimonial sites,1
arranged marriage,1
safe spaces,1
marginalized communities,1
design for aging,1
experience design for aging,1
design without agism,1
emotional design for aging,1
aging people,1
audience experience,1
embodied metaphor,1
bodily movement,1
method-resources,1
verbal communication,1
mechanics of collaboration,1
facial rigging and animation,1
dynamic interfaces,1
facial interfaces,1
‘design space’,1
‘urban screens’,1
‘human factors’,1
‘tension space analysis’,1
‘networked urban screens’,1
‘design tensions’,1
tangible user interface (tui),1
self-actuated,1
display,1
vertical surface,1
remote interaction,1
hand gestural interface,1
smart living room,1
disable learner,1
elearning material,1
critical content,1
learn object metadata,1
social networking,1
location based design,1
efficient research design,1
tight corsets,1
advanced regression techniques,1
precious data,1
interpreting interaction effects,1
cross-platform,1
communicability,1
query term,1
text search,1
video shot,1
video retrieval,1
mean average precision,1
nominal group,1
nominal condition,1
operational mechanism,1
age group,1
offset distance,1
bayes’ rule,1
touch-screen,1
tap time,1
adults,1
touch accuracy,1
cross-cultural evaluation,1
cultural viewpoint metaphors,1
socialnetwork,1
3d ui,1
medical devices,1
resilience engineering,1
customisation,1
interface component,1
digital texture,1
coloring technology app,1
pie charts,1
doughnut charts,1
flat design,1
priming,1
reading interfaces,1
3d manipulation,1
end-user development and adaptation,1
cultural training,1
mixed-initiative annotation,1
task interruption,1
multimedia annotation,1
tagtiles,1
motor skills,1
therapeutic games,1
genetic testing,1
health and wellbeing,1
direct-to-consumer,1
mental demand,1
default representation,1
configuration manager,1
graphical tool,1
hci patterns,1
systems thinking,1
informal description,1
motion captor,1
tapt,1
understanding,1
automatic code,1
computer support collaborative learn,1
automatic prediction,1
average agreement,1
automated calls,1
health education,1
social acceptability,1
self-monitoring,1
quantified self,1
physical exercise,1
physical visualization,1
children and india,1
dynamic spatial position,1
spatial formation,1
semi-automated interaction design,1
computational approaches,1
pressure-sensing button,1
multilevel button press,1
place,1
communication strategy,1
blog,1
augmented experiences,1
multiuser online game,1
ux practices,1
requirements specification,1
picture passwords,1
collaborative user interface development,1
post-wimp interfaces,1
cross layer authoring,1
authoring processes,1
visual validation,1
combined post- wimp interactions,1
user interface for web applications,1
multimedia presentation,1
intelligent user interface,1
computational activity,1
ward round,1
activity template,1
context event,1
hematology department,1
end user,1
secondary user experience,1
patient experience,1
secondary user,1
clinical simulation,1
response rate,1
lcd panel,1
contrast ratio,1
computer literacy,1
viewing angle,1
sociality,1
recommending,1
online,1
process transparency,1
advisory,1
input method,1
one-word-response,1
moving target selection,1
2d selection,1
human performance modeling,1
1d selection,1
transience,1
translucence,1
personal communication,1
customization process,1
banking user,1
bill payment,1
usage domain,1
system response time,1
ux test,1
ux measures,1
adaptive system,1
map,1
preschool teacher,1
animal-inspired interfaces,1
computer mastery,1
attribution,1
user types,1
computer failure,1
computer-related attitudes,1
designing for dementia,1
decision aid,1
care and wellbeing services,1
menu technique,1
interactive visualization techniques,1
real-time 3d curve manipulation,1
reservoir and geosciences engineering,1
tangible user interfaces (tuis),1
well path planning,1
interview study,1
user-interface engineering,1
software developers,1
mixed-initiative interface,1
user requirements assessment,1
gui prototypes,1
behavior-driven development (bdd),1
user stories,1
eye glances,1
digital companion,1
digital exclusion,1
robot,1
programming concept,1
programming class,1
code section,1
test task,1
obstacles,1
advantages,1
digitally emerging countries,1
changes in attitudes,1
boundary management,1
floss,1
gatekeeping,1
finger interaction,1
spiral layout,1
dental fear,1
virtual tour,1
dataglove,1
shared access,1
south africa,1
omnidirectional video,1
indian students,1
classroom activities,1
students’ behavior,1
academic class,1
smartphone usage,1
lateral presentation,1
game metrics,1
self-assessment,1
physiological metrics,1
mobile/hand-held interaction,1
user interface adaptation,1
context aware systems,1
user interface plasticity,1
domestic design,1
residential resource use,1
multi-device environments,1
audio control,1
input modalities,1
weird,1
emerging users,1
arabs,1
front seat,1
seat passenger,1
breakout session,1
trusting beliefs,1
personalized recommendation,1
area extraction,1
tabletop system,1
ftir,1
user position identification,1
phantom sensation,1
mobile telephone,1
target object,1
average relative error,1
counting task,1
occlude object,1
drawing with gaze,1
screen mirroring,1
hexapod stage,1
gesture by palm metaphor,1
microscope,1
functional illiterates,1
directed cultural probes,1
task terminology,1
ict in education,1
m-learning,1
smartphone interactions,1
teaching methodologies,1
interaction methodologies,1
smart education,1
task description and modelling,1
user interaction design,1
subtle interaction,1
calm computing,1
fiducial marker,1
parallel interaction,1
movement-phase-aware cursor,1
area cursor,1
networked public displays,1
situated snapshots,1
community interaction,1
goal-setting,1
personal device,1
electronic document,1
electronic content,1
display surface,1
short gesture,1
mirror interface,1
overlaid space,1
motion parallax,1
gesture guide,1
private activity,1
patient ward,1
private mode,1
smart space,1
cognitive load theory,1
multimedia instructional design,1
persistent spatial points,1
spatial anchors,1
microsoft hololens,1
practice-study,1
international user studies,1
spatial feedback,1
intelligibility,1
cross culture,1
international,1
mirror image,1
tools for remote evaluation,1
active contributor,1
innovative system,1
automate software engineer,1
non-visual navigation,1
user assessments,1
interaction analysis,1
tracked environments,1
triptych,1
multi-media,1
touch-screen displays,1
usability in touch-screen devices,1
multi-modal maps,1
workplace,1
human work interaction design (hwid),1
interactive artifacts,1
challenging work environment,1
workshops aim,1
workspace,1
anchoring bias,1
cognitive bias,1
location-based services,1
mobile services,1
transport,1
web design pattern,1
pedagogical issues,1
common sense knowledge,1
computer photography,1
rephotography,1
touchscreen interface,1
touch gestures,1
older people,1
government site,1
laddering interviews,1
consumer experience,1
means-end analysis,1
3d position,1
breath,1
finger occlusion,1
multitouch interaction,1
vr storytelling,1
responsive narrative,1
think-aloud protocols,1
thinking aloud,1
verbalization,1
special monies,1
mobile payment,1
money,1
digital annotation,1
physical paper,1
document annotation,1
navigation strategy,1
digital screen,1
interest recognition,1
sensor integration,1
shopping shelves,1
perceived community support,1
sense of virtual community,1
social network sites,1
personal innovativeness,1
moderating effects,1
breakdown,1
technology affordances,1
mediated action,1
task failure,1
voice-based interactions,1
age-related cognitive decline,1
voice assistants,1
electronic patient records,1
acted reality,1
virtual patient,1
side scroller games,1
inclusive game,1
movie recommendations,1
algorithmic experience,1
usability goal parameters,1
latent goals,1
usability goals achievement,1
ml,1
explanations,1
human-computer environment,1
annotation system,1
tag,1
shared visual space,1
information appliance,1
fidelity,1
low fidelity prototyping,1
virtual speed control,1
virtual locomotion,1
walking in place,1
motor control,1
deaf community,1
agent-based model,1
sociability,1
speaker identification,1
location based computing,1
map annotation,1
personal assistants,1
online hci society,1
bilingual webzine,1
evaluation resources,1
feedback mechanisms,1
rural craftspeople,1
participatory development,1
communication mode,1
anganwadi,1
mitanins,1
low-literate users,1
healthcare workers,1
sus questionnaire,1
fmri,1
lego minifigures,1
pictorial,1
scale,1
blending theory,1
conceptual blending,1
microinteractions,1
quality systems and software,1
facets,1
user centric design,1
wellness,1
complex design space,1
interactive design process,1
general research design,1
external design representations,1
user judgment,1
button listing,1
popover listing,1
single-choice questionnaires,1
time-orientated data,1
medical data,1
privacy-enhancing technology,1
indoor climate,1
individual control,1
peripheral awareness,1
orkut,1
information seeking behaviour characteristics,1
low & high literacy users,1
information search task,1
paper prototype,1
design workshop,1
situate interaction,1
public place,1
mental rotation,1
presentation orientation,1
spatial ability,1
mental workload,1
passive brain-computer interfaces,1
interface reconfiguration,1
individual tester,1
test subject,1
active annotation,1
system capability,1
text annotation,1
hover space,1
video mediated collaboration,1
self-determined life,1
head-based interaction,1
in the wild,1
binaural beat,1
autostereoscopic display environments,1
mobile ui design,1
multi-device interfaces,1
ubiquitous environment,1
cultural comparison,1
informal support,1
electronic whiteboard,1
cost of use,1
overview formation,1
automatic parameter selection,1
hidden markov model,1
pls-sem,1
theory development,1
trust in technology,1
device interaction,1
interactive system evaluation,1
team configuration,1
transnational collaboration,1
perceptive radio,1
adaptive narrative,1
context-aware media,1
perceptive media,1
web science,1
automated evaluation,1
(semi-)automatic generation of user interfaces,1
automatic optimization for small devices,1
digital ink,1
mobile note taking,1
micronotes,1
voice input,1
mobile input,1
arrows,1
online resource,1
arrow,1
worth-centered design (wcd),1
activity streams,1
enterprise search,1
social analytics,1
real-time search,1
social streams,1
social search,1
social business,1
levenshtein distance,1
grid node,1
computer vision thecniques,1
perceptual user interfaces,1
human-computer interfaces,1
work,1
cursor,1
wimp,1
graphical user interfaces (guis),1
personalised feedback,1
motivation assessment,1
disney method,1
collaborative creativity,1
tabletop display,1
group mirror,1
sign language translation,1
do-it-yourself,1
body-centric computing,1
people with intellectual disability,1
graphical passwords,1
family storytelling,1
migrant workers,1
siot,1
human-centred model,1
animated tutor character,1
interpretive evaluation,1
peak-end rule,1
memory-experience gap,1
local communities,1
cultural representation,1
cultural transparency,1
user interfaces for all,1
client interface,1
speak dialogue system,1
application scenario,1
multimodal system,1
speed-accuracy tradeoff,1
temporal constraint,1
trajectory-based tasks,1
human performance model,1
minimalist user interface,1
progressive reduction,1
sense of control,1
multi-fan device,1
air streams,1
non-contact haptic feedback,1
cognitive ergonomics,1
multi-user interaction /cooperation,1
guessability,1
fusion character,1
typeface,1
message card,1
handwriting,1
engagement-versatile,1
passive,1
navigation time variability,1
conversational agent,1
usability error,1
initiative condition,1
strategy advice,1
social movements,1
twitter trends,1
mobile navigation,1
problem,1
construct definition,1
exchange,1
multimodal information representation,1
dispatching systems,1
scrollbar,1
task persistence,1
goal progress,1
interactive product,1
work context,1
audio-tactile charts,1
tactile charts,1
effective design,1
laymen,1
graph literacy,1
task models,1
model based development,1
scenario analysis,1
physiological interaction,1
game interaction,1
mobile games,1
smart tv,1
android tv,1
younger adults,1
visual programming languages,1
project-based learning,1
code usability,1
computer education,1
autocompletion,1
block assembly,1
tangible programming,1
skills,1
computer support collaborative work,1
psychometric property,1
emotional intelligence,1
facial feedback,1
affective response rating,1
usage scenario,1
visual vocabulary,1
ambiguity resolution,1
target user,1
policy rule,1
multimodal design patterns,1
pro-active interaction,1
human-machine interface,1
visual query specification,1
tangible technologies,1
ageing well,1
mutual gaze,1
mixed presence,1
presence disparity,1
partial gaze awareness,1
social interfaces,1
spatial management,1
tangible user interface palettes,1
dynamic pen heads,1
tabletop displays,1
spatial work zones,1
semantic grouping,1
work-integrated systems,1
museum,1
ud,1
visitor experience,1
accessible interactives,1
a11y,1
installation,1
passenger acceptance,1
wii fit board,1
digital musical instruments,1
new interfaces for musical expression,1
graph problem,1
individual user,1
planar representation,1
older learners,1
disabled learners,1
meta-modeling,1
audio failures,1
engine room,1
organizational implementation,1
design in use,1
method adoption,1
action research,1
capacitive sensing,1
multi pointer,1
typing,1
touchpad,1
embodied,1
customizable,1
jewellery,1
novel interaction means,1
seem,1
children usability,1
user center design,1
interfaces for occasional users,1
wilcoxon sign rank,1
sorting task,1
cross-device,1
content transfer,1
eye-based interaction,1
business intelligence dashboards,1
synchronized views,1
novice users,1
online community administration,1
user/group profiles,1
european union,1
bank branch,1
security research,1
card reader,1
child computer interaction,1
small displays,1
offscreen navigation,1
navigation techniques,1
ict organizations,1
usability evangelism,1
user-centered culture,1
chucking,1
public-to-private document sharing,1
flicking,1
multi-document environments (mdes),1
auditory and haptic user interface,1
plot,1
learning objects,1
human cognitive factors,1
activity-centric computing,1
office & workplace,1
conceptual metaphor,1
office equipment,1
online user,1
technical knowledge,1
white rectangle,1
virtual hand,1
museum exhibitions,1
kiosks,1
in-shift handoffs,1
electronic medical record (emr),1
emergency departments,1
non-working moments,1
multi-dimensional adaptation,1
context-aware adaptation,1
adaptable applications,1
adaptive applications,1
serious gaming,1
productive play,1
guanxi,1
usability experiment,1
usability stakeholders,1
usability methods,1
tracking technolog,1
roi,1
usability consultation,1
return on investment,1
model-to-model transformation,1
entry speed,1
error rate,1
gaze input,1
browser plugin,1
reminders,1
request management,1
electronic communication,1
alternative and augmented communication,1
personal medical devices,1
chemistry education,1
shared file repositories,1
tabletop gaming,1
futura,1
location-based ar,1
user-centered software development,1
mobility and orientation,1
senior workforce,1
micro-tasks,1
skill assessment,1
touch-sensitive systems,1
instruction,1
children-robot interaction,1
socially assistive robots,1
social support,1
cardiac rehabilitation,1
international research,1
image patch,1
stereoblindness,1
large stereo screen,1
stereopsis,1
stereo-deficiency,1
3d experience,1
mixed methods evaluation,1
collaborative problem solving and learning,1
user interface code tweaking,1
round-trip engineering,1
user interface description language,1
human-computer interaction model,1
beautification process,1
quality by construction,1
beautification operation,1
online editors,1
file sharing,1
file synchronization,1
cloud user experience,1
mobile collaboration,1
remote gestures,1
public display in social spaces,1
wishboard,1
self-expression,1
ict interactive installation,1
diversity for design,1
d4d,1
asynchronous collaboration,1
analysis reuse,1
analytic provenance,1
non-manual markers,1
morpheme,1
nvsg element model,1
smart-applications,1
or,1
safety critical systems,1
icu,1
intelligent robot,1
nao,1
humanoid robot,1
auditory-verbal therapy,1
playful learning,1
pervasive health,1
ambient exercise,1
data entry,1
projection surface,1
living room,1
textual mosaic,1
mosaic type,1
distant user,1
performativity,1
bodies,1
biomedical,1
live video,1
naturalness of interaction,1
in-situ evaluation,1
location-based search,1
local search,1
mobile search,1
mapping factor,1
2d manipulation,1
proximity,1
drone,1
navigation aids,1
small-screen-device,1
natural history,1
cooperative inquiry,1
mobility barriers,1
photo diaries,1
language proficiency detection,1
medication,1
camera-projector,1
user-centered,1
individual data point,1
time plot,1
coordinate space,1
result listing,1
spoken dialogue systems,1
statistical user simulation,1
negative emotions,1
current chair,1
important user group,1
existing research methods,1
physic library,1
magnet analogy,1
color saturation,1
online surveys,1
questionnaires,1
prosthesis,1
face identification,1
technological building blocks,1
applied environmental research,1
engineering experience,1
future market success,1
quality user experience,1
social mirrors,1
compound tree,1
large graph,1
graph cluster,1
cluster technique,1
social graph,1
in-car,1
interpersonal privacy,1
device’s human resolution,1
revision tree,1
polyfocal display,1
software configuration management (scm),1
artifacts,1
corrected recognition rate,1
marked condition,1
customer experience,1
falls prevention,1
user workshop,1
list design,1
non-literate users,1
team leader,1
specific community,1
ability work,1
mapmaking,1
vgi,1
multiple windows,1
lenticular,1
redo,1
groupware calendar system,1
storytelling with data,1
visualization tasks,1
asymmetry,1
heterogeneity,1
non-work setting,1
audiobooks,1
materiality,1
interactive clustering,1
mixed initiative interactions,1
relevance judgment,1
target document,1
user psychology,1
interpersonal communication,1
paper vs. digital,1
multi-touch table,1
manual gestures,1
prenatal care,1
information technology (it),1
midwives,1
concept selection,1
tree widget,1
intuitive user interface,1
object property,1
facial image,1
optic flow field,1
block correlation,1
subjective and objective measures,1
quality in use,1
index of integration,1
user experience metrics,1
telecom,1
universal usability,1
public information system,1
human-centered design (hcd),1
agile ux,1
ux design work,1
human–computer interaction (hci),1
agile development,1
data stream,1
live streaming,1
comprehensive story,1
data flow graph,1
low-income urban population,1
sustainable edtech,1
remote proxemics,1
virtual meetings,1
line length,1
perceptual span,1
reading analysis,1
text line,1
fraud investigations,1
cognitive ability,1
chinese participant,1
language group,1
english speaker,1
function label,1
native english speaker,1
end user programming,1
mixed initiative,1
authentication system,1
word pair,1
geography fact,1
travel route,1
instant messaging systems,1
eye typing,1
generate user interface,1
propositional content,1
(multi)touch interface,1
touch experience,1
ubiquitous interface,1
intuitive design,1
imu,1
association,1
soft keyboard,1
qwerty,1
split keyboard,1
menu techniques,1
fiducial markers,1
around-device interaction (adi),1
multi-display environments (mde),1
frame markers,1
creativity cards,1
method cards,1
censorship,1
confucianism,1
mobile interactions,1
encumbrance,1
scoopshot,1
hyperlocal,1
ubiquitous,1
reader,1
photo,1
location,1
game character,1
german sample,1
game type,1
british sample,1
german counterpart,1
event index,1
aggregation level,1
online auction,1
artificial languages,1
virtual teaching assistants,1
midpoint zoom,1
focus zoom,1
tactile zooming,1
maternal heath,1
paper-based interface,1
sound effects,1
reverb,1
data auralization,1
auditory interfaces,1
calendar,1
non-speech audio,1
collaboration tool,1
sketch notes,1
visual meetings,1
client engagement,1
graphic recording,1
new work methodology,1
customer relationship,1
visual listening,1
doodling,1
fnirs,1
task classification,1
difficulty level,1
functional near-infrared spectroscopy,1
tangibility,1
subjectivity,1
inteface design,1
physical object,1
multi-touch interface,1
multiple input peripherals,1
fling framework,1
collection limitation,1
privacy preference,1
oecd guideline,1
finger specific,1
task strategy,1
interaction sequence,1
interaction with small or large displays,1
human-work interaction design,1
sankey diagram,1
profilers,1
fintech,1
mobile map-based visualisation,1
social technology,1
website categories,1
large touch display,1
radius of curvature,1
herniated disk,1
wearable sensing system,1
bending sensor,1
user experience testing,1
user-centered study,1
executable file,1
security behavior,1
usenix security symposium,1
security decision,1
semi-active damper,1
medical and welfare assistance,1
ankle-foot orthosis,1
energy regeneration,1
client information system,1
child protection,1
work tasks,1
equality,1
agile methodologies,1
hand interaction,1
norms,1
active-lifestyle,1
car interfaces,1
gamified experience,1
tactons,1
tactile interaction,1
non-visual interaction,1
e-tourism,1
advanced interfaces,1
model-driven,1
opc ua,1
tinkering,1
computational making,1
coding,1
potential buyer,1
enjoyable experience,1
cultural localization,1
appealing image,1
virtual learning environment,1
computer embedded products,1
iterative product development,1
information appliances,1
interactive prototypes,1
screens,1
cyber-technical systems,1
smart interactive packaging,1
human-packaging interaction,1
minimum time motion,1
channel coding theorem,1
distinct metal,1
constraint violation,1
assistive robot,1
domestic environment,1
activity monitor,1
navigation user interface,1
vibrotactile user interface,1
performative wearable devices,1
game spectatorship,1
first person shooter,1
face tracking,1
input and interaction technology,1
safety-critical systems,1
numberentry,1
infusion pump,1
presentation quality,1
data-entry,1
bedroom context,1
sleep quality,1
learning through play,1
non-verbal communication,1
social signals,1
musical interaction,1
post mortem,1
internet generation,1
alignment of meaning,1
online self-presentation,1
sharing economy,1
car sharing,1
citizen journalism,1
weblogs,1
participatory journalism,1
mobile phone interface,1
disinformation,1
digital graffiti,1
craft materials,1
smart textiles,1
bimanual interaction,1
dwell,1
case tool,1
task step,1
interaction designer,1
awareness mechanism,1
current research result,1
interactive timelines,1
full-body interaction,1
hci education in brazil,1
hci research in brazil,1
graphical user interface design,1
pseudo neglect,1
selection times,1
sdk,1
javafx,1
card-based design methods,1
brain-computer interaction,1
shape changing,1
morphable,1
oui,1
situated displays,1
co-located interaction,1
audience engagement,1
openinterface,1
collaborative virtual world,1
security warning dialog,1
ratings,1
honesty,1
goodness-of-fit measures,1
3d motion controller,1
hand-held device,1
problem list,1
emotional state,1
physical console gaming,1
videogames,1
metagames,1
context of gaming,1
average participant,1
average speaker,1
visual history,1
shared display,1
sustainable behavior,1
social networking site,1
console game,1
consumption behavior,1
crowd mobilization,1
user-system interaction,1
pointing gestures,1
head gestures,1
mobile video,1
mobile multimedia,1
user created content,1
multiple image passwords,1
radiation treatment planning,1
team meeting,1
specialise health care,1
educational robotics,1
robot design,1
features,1
anova,1
socio-technical evaluation,1
dependability,1
collaborative work tool,1
nudging,1
low vision,1
new product development,1
non-disabled,1
user goals,1
usable privacy and security,1
digital tool,1
ongoing research program,1
computer science student,1
healthcare environment,1
process evolution,1
work practices,1
activities,1
project definition,1
poetics,1
sociology of technology,1
sociology of science,1
invention,1
experiential quality,1
contextual interaction,1
smart lighting,1
disruption,1
interuption,1
software managers,1
adaptive interface,1
change management,1
freeform annotation,1
reading code,1
understanding code,1
observational study,1
one handed mobile interaction,1
thumbspace,1
semantic,1
3d rotations,1
hierarchies visualization,1
accessibility in use,1
user behaviour,1
ssl certificates,1
security awareness,1
interdisciplinary research collaboration,1
cultural psychology,1
probe kit,1
collaborative virtual learning environments,1
interactive omnidirectional videos,1
player traits,1
player experience,1
games user research,1
player types,1
finger orientation,1
contextual design,1
developing world,1
learning application,1
golf swing,1
body movement,1
learning game,1
tools for accessibility,1
older users,1
users with disabilities,1
gesture variability,1
whole body gestures,1
gesture articulation,1
gesture taxonomy,1
body representation,1
material-weight illusions,1
exercise,1
less-literate users,1
migration model,1
future impact,1
digital legacy,1
anticipation,1
configuration settings,1
usability integration in systems development,1
ucd method selection,1
remote camera control,1
ubiquitousness,1
pervasiveness,1
third place,1
haptic menu,1
visual disabilities,1
touch typing,1
finger detection,1
artefact mediation,1
computer mediation,1
scenario discussion,1
computer semiotics,1
workshop position paper,1
stroke gesture,1
laser pointer,1
out-of-body illusion,1
illusory tactile sensation,1
vibrotactile interaction,1
pinch interaction,1
dial,1
interactive paper,1
augmented paper,1
paper computing,1
electronic book readers,1
bimanual input,1
flexible displays,1
electronic documents,1
digital documents,1
social network service,1
adjacency matrix,1
notification system,1
power user,1
oil reservoirs,1
human-data interaction,1
present project,1
objective indicator,1
nonverbal behavior,1
experience sampling method,1
activity logging,1
cross-device user experience,1
mobile web,1
window management,1
snip,1
theatre,1
digital maturity,1
foot-based interfaces,1
free mode,1
prototype tool,1
vision tracking,1
open tracker,1
product idea,1
mobile app development,1
menu representation,1
online shop,1
product categorization,1
pen-based system,1
twist angle,1
continuous,1
seamless,1
dance,1
real-time transcription,1
comprehension performance,1
multiple people,1
user identity,1
ubiquitous computing environment,1
identity information,1
owela,1
online co-creation,1
business process outsourcing,1
relationship- based crowdsourcing,1
user-centered development process,1
human-centered software engineering,1
information visualization and human computer interaction,1
explore and present large social networks,1
this phd focuses on visualization and interaction to navigate,1
artificial vision,1
regulation mechanisms,1
3d rotation,1
discourse modeling,1
model-driven user interface generation,1
eyes-free,1
virtual buttons,1
wireless sensor networks (wsn),1
unmanned aerial vehicle (uav),1
unmanned ground vehicle (ugv),1
smart parking,1
multimodal interaction design,1
tangible media,1
digital device,1
connection,1
context inference,1
ubicomp ecologies,1
multilingual communication,1
creativity support index,1
collaborative storytelling,1
leisure e-reading,1
e-readers,1
driver state visualization,1
automotive user interfaces,1
knowledge workers,1
planning activities,1
personal productivity,1
personal activity management,1
online videos,1
forest harvesters,1
remote awareness,1
computer supported collaborative learning,1
informal learning,1
anonymity,1
sensitivity perception,1
task migration,1
multiple user interface,1
task perception,1
task personalization,1
internal construction,1
ambient environment,1
ordinary people,1
usability assessment,1
user interface development,1
empirical studies,1
general data protection regulation (gdpr),1
embodied conversational agent,1
participation role,1
human-agent interaction,1
media player,1
zone of comfort,1
volumetric display,1
basic operation,1
horizontal slide,1
augmented reality environ,1
news websites,1
museum websites,1
online card sort program,1
omnidirectional videos,1
traveling-in-place,1
redirected walking,1
curve perception,1
locomotion,1
offline context,1
consciousness,1
photovoltaic production,1
consumption/production feedback,1
domestic activity,1
prosumers,1
interactive technologies,1
caregiver,1
carer,1
occlusion awareness,1
hybrid interaction,1
peripheral displays,1
teen,1
teacher,1
makerspace,1
maker movement,1
practice,1
child,1
fab lab,1
free-play,1
augmented technologies,1
systematic integration of solution elements,1
creativity techniques,1
conversational companion,1
ndd (neurodevelopmental disorder),1
partners,1
product managers,1
hands-on design,1
design-as-a-strategy (daas),1
collaboration with executives,1
consultants,1
start-ups,1
design influence,1
executives,1
ceo,1
compelling design,1
design leadership,1
portable product,1
dialogical approach,1
chat room,1
bscw,1
large touch-screen display,1
motion sickness,1
peripheral vision,1
nausea,1
interscopic interaction,1
distal pointing,1
distributed interfaces,1
interaction framework,1
assessment of partly-autonomous systems,1
collaborative systems,1
social aspects of hci,1
design models,1
girls,1
boys,1
novelty effect,1
rural schools,1
web guidelines,1
affective interfaces,1
adaptable interfaces,1
object acquisition,1
reflective practice,1
workshop format,1
critical incidents,1
financial literacy,1
information fragmentation,1
virginia tech,1
healthy lifestyle,1
online social network,1
premature death,1
chronic disease,1
inclusive environments,1
human-centred design,1
human-centred software engineering,1
interdisciplinarity,1
design for cultural experience,1
museum informatics,1
memorization,1
operation patterns,1
information-retrieval,1
early vision,1
digital material,1
mobile service,1
telecom industry,1
weight,1
touchscreen,1
cultural probing,1
urban living,1
public transit,1
multimodal ui,1
handheld augmented reality,1
energy usage management,1
energy usage monitoring,1
group efficacy,1
virtual team,1
asynchronous & multi-synchronous communication,1
collaborative systems evaluation methods,1
system responsiveness,1
perceived performance,1
human time ranges,1
3d web,1
three.js,1
dual-mode user interfaces,1
two mice,1
“3d mouse”,1
“magic wand”,1
“hand gesture”,1
“user satisfaction”,1
“fatigue”,1
curved surface,1
advisor agents,1
table-top,1
keystroke-level mode (klm),1
fingerstroke-level model (flm),1
mobile klm,1
touch screen response,1
psychological state,1
automatic identification,1
near field communication,1
identification technique,1
online shopping,1
ctdi,1
tabs,1
tdi,1
aic,1
combinable tabs,1
information comparison,1
notification interfaces,1
multi-format notification,1
claims,1
design reuse,1
control-based spaces,1
virtual proxemics,1
young participant,1
voice recording,1
scanner light,1
assisted living facility,1
motion trajectory,1
human performance models,1
automated tool,1
task efficiency,1
web form design,1
user performance time,1
mda,1
services,1
eye tracking study,1
password benefits,1
password risks,1
password management behaviour,1
passwords,1
uem,1
comparative usability evaluation,1
non-expert programming,1
movement type,1
snap width,1
target line,1
trial time,1
heuristic approach,1
persona development,1
persona space,1
audio interface,1
natural user interface,1
individual audio content,1
rate control,1
elastic devices,1
clutching,1
pointing techniques,1
constrained wrist movement,1
augmented mirror,1
heavy-vehicles,1
excavator,1
human-vehicle interaction,1
behavioural study,1
social engineering,1
mouse alternative,1
repetitive strain injury (rsi),1
interactive searching,1
conceptual map,1
spatial map,1
passive attitude,1
smart laser pointer,1
pointing method,1
sushi train,1
life-size,1
operability,1
professional designer,1
3d sketch,1
electronic orientation aids,1
guidance,1
orientation,1
semi-structured interview study,1
smartphone images,1
inductive thematic analysis approach,1
print e-mail,1
everyday work practices,1
ubicomp,1
qr-codes,1
payment system,1
visual markers,1
emotional wellbeing,1
extreme sports,1
kiteboarding,1
tactile communication,1
research through design,1
user requirement analysis,1
human-human interaction,1
cognitive resilience,1
resilience strategies,1
workarounds,1
touchscreens,1
dynamic simulation modeling,1
information decoration,1
computers-are-social-actors,1
rituals,1
collaborative applications,1
advisory service scenario,1
model-based user interface design,1
mapping model,1
home energy management system,1
smart home control system,1
chinese context,1
cross-cultural hci,1
ux professional,1
user interface element,1
final user interface,1
user interface type,1
task modelling,1
expert activity,1
awareness systems,1
regularity index,1
pupil diameter,1
multifractal analysis,1
multifractal spectrum,1
extraneous noise,1
multitap,1
mid-air interaction techniques,1
dynamic content,1
interactive tutorial,1
help systems,1
screen reader,1
communicability evaluation method,1
magic pointing,1
eye-gaze pointing,1
touch-sensitive mouse,1
kj method,1
3d interaction techniques,1
tablet interfaces,1
museum artefacts,1
multi-user co-located interfaces,1
cognitive-behavioral therapy,1
directional touch,1
continuous touch interaction,1
finger touch degrees of freedom,1
capacitive touch interface,1
multiple access point,1
present edition,1
office user,1
accessible user interface,1
gesture dynamic,1
skin pixel,1
activation constraint,1
design with older adults,1
